videoId,trackKey,trackId,pedestrianId,firstOffsetSeconds,lastOffsetSeconds,bestOffsetSeconds,firstObservedAt,lastObservedAt,firstTimestamp,lastTimestamp,bestTimestamp,sampleCount,roiQualifiedSampleCount,maxOcclusionClass,thumbnailPath,previewPath,appearanceSummary
2444a2e4,2444a2e4:556,68f52fb8,556,199.0,223.6,200.86,2025-01-23T11:26:21,2025-01-23T11:26:45,11:26:21 AM,11:26:45 AM,11:26:22 AM,26,26,1,storage/videos/processed/2444a2e4/tracks/track-556.jpg,,"Representative crop suggests head region appears gray, upper clothing appears gray, lower clothing appears blue. Visibility shows light occlusion."
2444a2e4,2444a2e4:563,77566295,563,199.8,236.39,234.39,2025-01-23T11:26:21,2025-01-23T11:26:58,11:26:21 AM,11:26:58 AM,11:26:56 AM,38,35,2,storage/videos/processed/2444a2e4/tracks/track-563.jpg,,"Representative crop suggests head region appears gray, upper clothing appears blue, lower clothing appears blue. Visibility shows light occlusion."
2444a2e4,2444a2e4:565,3d3c7f40,565,200.06,200.13,200.13,2025-01-23T11:26:22,2025-01-23T11:26:22,11:26:22 AM,11:26:22 AM,11:26:22 AM,1,1,1,storage/videos/processed/2444a2e4/tracks/track-565.jpg,,"Representative crop suggests head region appears gray, upper clothing appears purple, lower clothing appears blue. Visibility shows moderate occlusion."
2444a2e4,2444a2e4:567,0903b4b6,567,201.93,203.26,202.33,2025-01-23T11:26:23,2025-01-23T11:26:25,11:26:23 AM,11:26:25 AM,11:26:24 AM,3,3,1,storage/videos/processed/2444a2e4/tracks/track-567.jpg,,"Representative crop suggests head region appears gray, upper clothing appears gray, lower clothing appears gray. Visibility shows moderate occlusion."
2444a2e4,2444a2e4:571,be84b90e,571,203.33,224.6,203.33,2025-01-23T11:26:25,2025-01-23T11:26:46,11:26:25 AM,11:26:46 AM,11:26:25 AM,22,22,1,storage/videos/processed/2444a2e4/tracks/track-571.jpg,,"Representative crop suggests head region appears gray, upper clothing appears gray, lower clothing appears blue. Visibility shows light occlusion."
2444a2e4,2444a2e4:576,92cef083,576,212.33,213.4,212.33,2025-01-23T11:26:34,2025-01-23T11:26:35,11:26:34 AM,11:26:35 AM,11:26:34 AM,2,2,0,storage/videos/processed/2444a2e4/tracks/track-576.jpg,,"Representative crop suggests head region appears gray, upper clothing appears gray, lower clothing appears gray. Visibility shows light occlusion."
2444a2e4,2444a2e4:577,fe162287,577,215.46,228.66,219.73,2025-01-23T11:26:37,2025-01-23T11:26:50,11:26:37 AM,11:26:50 AM,11:26:41 AM,14,14,1,storage/videos/processed/2444a2e4/tracks/track-577.jpg,,"Representative crop suggests head region appears gray, upper clothing appears blue, lower clothing appears gray. Visibility shows moderate occlusion."
2444a2e4,2444a2e4:583,a218193f,583,216.0,216.33,216.26,2025-01-23T11:26:38,2025-01-23T11:26:38,11:26:38 AM,11:26:38 AM,11:26:38 AM,2,2,0,storage/videos/processed/2444a2e4/tracks/track-583.jpg,,"Representative crop suggests head region appears gray, upper clothing appears gray, lower clothing appears gray. Visibility shows light occlusion."
2444a2e4,2444a2e4:584,c93b314b,584,216.66,244.93,219.26,2025-01-23T11:26:38,2025-01-23T11:27:06,11:26:38 AM,11:27:06 AM,11:26:41 AM,28,27,2,storage/videos/processed/2444a2e4/tracks/track-584.jpg,,"Representative crop suggests head region appears gray, upper clothing appears purple, lower clothing appears gray. Visibility shows heavy occlusion."
2444a2e4,2444a2e4:587,36669fda,587,217.06,217.93,217.06,2025-01-23T11:26:39,2025-01-23T11:26:39,11:26:39 AM,11:26:39 AM,11:26:39 AM,1,1,2,storage/videos/processed/2444a2e4/tracks/track-587.jpg,,"Representative crop suggests head region appears gray, upper clothing appears gray, lower clothing appears gray. Visibility shows heavy occlusion."
2444a2e4,2444a2e4:590,8663bb1a,590,217.46,217.73,217.6,2025-01-23T11:26:39,2025-01-23T11:26:39,11:26:39 AM,11:26:39 AM,11:26:39 AM,1,0,2,storage/videos/processed/2444a2e4/tracks/track-590.jpg,,"Representative crop suggests head region appears gray, upper clothing appears gray, lower clothing appears gray. Visibility shows heavy occlusion."
